org_name,last_updated,neighborhood,address,latitude,longitude,site_updates,currently_open_for_receiving,opening_for_receiving,closing_for_receiving,currently_open_for_distributing,opening_for_distributing,closing_for_distributing,urgent_need,accepting,not_accepting,seeking_volunteers,seeking_translators,hot_meals,legal_support,covid_testing,pet_vaccination_health,pet_food,housing_support,food_delivery,wheelchair_accessible,elder,youth,baby_toddler,immigration_naturalization,eye_exams,dental,transportation_vouchers,clothing,insurance_not_needed,refugee_services,vaccinations_general,mental_health_services,healing_resources,art_resources,community_service,education,lgbtqia_supportive,qtibpoc_supportive,trans_supportive,black_run,indigenous_owned,community_run,spanish_speaking,somali_speaking,karen_speaking,memorial_space,medic_on_site,protest,seeking_money,seeking_money_url,delivery_only,distribution_to_residents_only,restricted_distribution,produce,household_supplies,needle_exchange,warming_site,no_id_needed,some_info_required,by_appointment,black_own,indigenous_run,public_transit,COVID_Vaccination
Harvest from the Heart/Incarnation Catholic Church/Sagrado Corazón de Jesús,12/30/2022 8:24pm,King Field,"3817 Pleasant Ave, Minneapolis, MN 55409",44.9338618,-93.2827276,"Come in and shop for FREE in our Food Center!
Tuesday through Friday: 11am - 4pm
Saturday: 10am - 1pm

Closed Sundays, Mondays, and national holidays.

Distribución de alimientos: Martes a Viernes 11-4 y Sabado 10-1

No appointment or documentation is necessary. / No requerimos una cita o identificación.
Call 612-822-2101 with questions. / Puede llamar a 612-822-2101 con preguntas.",no,never,,no,----,,,,,"(as of 12/2022) Yes, especially on Thursdays and Fridays, and especially bilingual (English/Spanish-speaking) volunteers. https://www.harvestfromtheheart.org/volunteer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://www.eservicepayments.com/cgi-bin/Vanco_ver3.vps?appver3=wWsk24ZWJSTZKsGd1RMKlg0BDvsSG3VIWQCPJNNxD8upkiY7JlDavDsozUE7KG0nFx2NSo8LdUKGuGuF396vbRZwqrpumRGrHSdH88lRu3eXHubq5Z7ap5JVmPErc4ZeYHCKCZhESjGNQmZ5B-6dx-_JPDqk_8BVCKx3OJoYmmI=&ver=3,,,,,,,,,,,,,"23-BUS-(1 block),18-BUS-(2 blocks)",
Indigenous People's Task Force ••• By Appointment •••,4/5/2023 11:54am,Ventura Village,"1335 E 23rd St, Minneapolis, MN 55404",44.9598484,-93.2549752,"Harm reduction supplies including syringe exchange/needle exchange, works, Naloxone/Narcan available:
Monday, Wednesday, Friday: 1pm - 4pm.

What to expect:
The client will be met at the front door to our office. A staff member will ask for desired syringe size, prepare a package of sterile 
supplies including a week’s supply of syringes (50 needles), then
bring the bag outside for the client to pick up.Walk-ins are ok. Building is boarded up and doorbell not working, so please knock on door. If possible, text 651-808-3965 between the hours of 1 – 4 PM before arriving. 

HIV/Hep C/STI testing by appointment and walk-ins
Mon, Weds, and Fri 8:30am-4:30pm
Tues and Thurs 8:30am-12pm

Please call Barb at 612-834-7938 or Sam at 612-968-7891 to make an appointment for testing. More info and full list of supplies here: http://indigenouspeoplestf.org/syringe-exchange-program/

Donations can be made here: https://www.givemn.org/organization/Indigenous-Peoples-Task-Force ",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://www.givemn.org/organization/Indigenous-Peoples-Task-Force ,,,,,,,,,,,,,"67-BUS-(3 blocks),2-BUS-(3 blocks),14-BUS-(3 blocks)",
Indigenous Roots Cultural Arts Center,5/15/2024 9:58pm,Dayton's Bluff,"788 E 7th St, St Paul, MN 55106",44.9608391,-93.0677189,"Monthly food share with Sisters' Camelot: sharing food 
3rd Thursday of the month: 2pm-3pm or until it is gone.

Upcoming Dates 2024:
May 16

If you have clean paper grocery bags to donate, please bring those with you. Please bring a reusable shopping bag/box/cart/something sturdy to help you carry both the paper bag of groceries we pass out and the extra produce that is usually available in addition. Feel free to wear a mask if you wish, and please mask or stay home if you have symptoms of viral illness.

Si tiene bolsas de papel limpias para donar, tráigalas con usted por favor. Por favor traiga una bolsa de compras reutilizable/caja/carrito/algo duradero que le ayude a llevar tanto la bolsa de papel con los comestibles que repartimos y los productos adicionales que normalmente están disponibles además. Si lo desea, siéntase libre de usar una máscara y, por favor, cúbrase o quédese en casa si tiene síntomas de una enfermedad viral.

Would you like to donate, contribute, volunteer or have any questions?
Contact us: 
Info@indigenous-roots.org
651.395.7145
Donate:
https://www.paypal.me/IndigenousRoots",no,----,,no,----,,,"(as of 01/2024)
Paper bags - can be dropped off at any Sisters' Camelot foodshare or kitchen bus event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.paypal.me/IndigenousRoots,,checked,,checked,,,,,,,,,"61-BUS-(1 block),74-BUS-(1 block)",
J. Selby's Free Plant-Based Community Meals,11/26/2023 10:46am,Summit-University,"169 Victoria St, St Paul, MN 55104",44.9463743,-93.1366808,"A free Community Bowl is available to anyone who needs it - every day, 11am - 8pm. Call 651-222-3263 to request an order, and it will be ready in about 15 minutes. If you need to feed a large group, email info@jselbys.com. 

https://www.jselbys.com/faq",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,21-BUS-(1 block),
Jericho Road - Food Shelf,9/14/2022 10:51am,Powderhorn,"1628 E 33rd St, Minneapolis, MN 55407",44.9432334,-93.2508090,"Open for distribution  
Monday - Thursday: 1:30pm-4:30pm 

Site receives food from Second Harvest Heartland and The Food Group. 
Also offers gas cards, bus cards, and vouchers for State IDs, Drivers Licenses, and Birth Certificates.",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,"14-BUS-(1 block),22-BUS-(2 blocks)",
Jericho Road - Free Produce Distribution from Second Harvest Heartland ,9/14/2022 10:51am,Powderhorn,"1646 E 33rd St, Minneapolis, MN 55407",44.9429338,-93.2505914,"Food and fresh produce distributed every 
Friday: 10am-11:30am

They will be open all year and all seasons with the exception of these holidays: 1/1. They receive food from Second Harvest Heartland and The Food Group. They also offer gas and bus cards and vouchers for State ID's, Driver Licenses, and Birth Certificates.",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://www.jerichoroad.us/,,,,,,,,,,,,,"14-BUS-(1 block),22-BUS-(3 blocks)",
Joyce Uptown Food Shelf •••By Appointment•••,4/10/2024 11:53am,South Uptown,"3041 Fremont Ave S, Minneapolis, MN 55408",44.9468461,-93.2956027,"-We are currently booking appointments 4 weeks out.
To schedule an appointment, call 612-825-4431

Client Choice Shopping Appointments available: 
Monday: 10am-4:45pm
Tuesday: 9am-4:45pm
Wednesday: 12pm-4:45pm
Thursday: 11am-6:45pm
Saturday: 9am-1:45pm

You can pick up a food bag during our shopping hours even without an appointment! Pre-packed emergency bags available during all open hours.

This model offers each person food choices in a small grocery store-style food shelf. We try to stock items for special diet needs.

Donations can be dropped off on: 
Fridays from 9am-1pm",no,----,,no,----,,,"Paper grocery bags with handles; any non-expired, shelf-stable food; household items like cleaning and personal care products. More info here: https://www.joyceuptownfoodshelf.org/take-action",,Find volunteering info at http://www.joyceuptownfoodshelf.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,http://www.joyceuptownfoodshelf.org/,,,,,,,,checked,,,,,"21-BUS-(1 block),23-BUS-(1 block),612-BUS-(1 block),12-BUS-(2 blocks),17-BUS-(2 blocks),6-BUS-(2 blocks)",
Justice Frontline Aid •••By Appointment•••,6/14/2024 5:44pm,,"514 N 3rd St, Minneapolis, MN 55401",44.9858611,-93.2763193,"Summer needs: Bottled water and Gatorade
Raising monetary donations for equipping and maintaining a sound truck. Also looking for a car detailer; cleaning and painting. 

Accepting donations by appointment! DM Justice Frontline Aid to coordinate drop-off times: 
Facebook: https://www.facebook.com/justicefrontlineaid/
Email: justicefrontlineaidcrew@gmail.com 
Website: https://www.justicefrontlineaid.org/ 

As the needs of the community shift we are doing our best to meet it and our volunteers where they are at. We are working on outfitting a sound truck that can be requested along with supplies for demonstrations around the Twin Cities. 

Website: https://www.justicefrontlineaid.org/ ",no,----,,no,not today,,water and gatorade ,"Currently there are three ways to give:

1. For a one time donation you can send money via Paypal.  Justicefrontlineaidcrew@gmail.com

2. For recurring donations we use Donately. Set up a repeating gift and donation by following the following link and setting your amount: https://pages.donately.com/justicefrontlineaid/campaign/justice-frontline-aid/ 

3. If you'd like arrange a tie to make a supply donation, email or FB message 
Everyone is welcome to email anytime they have questions about our current donation needs! We deeply appreciate every gift, no matter the size, as they all help to empower us to aid & equip the fight for justice. ",Medical supplies,"Yes! People interested in helping drive or do support for the sound and supply truck. 

For more info: send an email to Justicefrontlineaidcrew@gmail.com and let us know a little about yourself.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,checked,https://pages.donately.com/justicefrontlineaid/campaign/justice-frontline-aid/,,,,,,,,checked,,checked,,,"14-BUS-(1 block),3-BUS-(2 blocks)",
Life Center,7/19/2023 12:27pm,Ventura Village,"1812 Park Ave, Minneapolis, MN 55404",44.9647723,-93.2656627,"Community lunch served 1:15-2pm on Sunday afternoons after 

If you would like to volunteer to plan, prepare, and serve that Sunday meal, you'll find information here: https://www.changingourcity.org/sunday-shelter-meal

Life Center website: https://www.changingourcity.org/index.html  
 ",no,----,,no,----,,,"(as of 01/2023) personal hygiene items, seasonal clothing, office supplies, new socks and underwear - see detailed list here: https://www.changingourcity.org/gifts-in-kind-donations",,(as of 01/23) Yes - find info here: https://www.changingourcity.org/voluteering-opportunities,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"9-BUS-(1 block),2-BUS-(3 blocks)",
Food Shelf-in-a-Box at Antioch Community Church,4/10/2024 10:50pm,Logan Park,"1121 Jackson St NE, Minneapolis, MN 55413",44.9994765,-93.2497413,"Free grocery pickup
Tuesdays, 11am - 1pm

Corner of Jackson St NE and Broadway St NE at back garage door.",no,----,,no,----,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"17-BUS-(2 blocks),30-BUS-(2 blocks),10-BUS-(2 blocks)",
Loaves and Fishes: Bethel Lutheran Church,5/3/2023 8:23pm,East St. Paul,"411 Main Street, Palisade, MN 56469",46.7130004,-93.4883770,"To-go meals served Mondays and Thursdays, 11:30am-12pm
*Closed 5/29 and 6/19*

Email: jtodd@loavesandfishesmn.org 
https://www.loavesandfishesmn.org/community-meal-sites/bethel-lutheran-church/  ",no,----,,no,----,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Brooklyn United Methodist Church (West African Family Community Services) ,5/3/2023 8:46pm,NW Suburbs,"7200 Brooklyn Blvd, Brooklyn Center, MN 55429",45.0852668,-93.3415195,"Loaves and Fishes meals are served Monday, Wednesday, and Friday 12:00pm-1:00pm 
*Closed 5/29 and 6/19*

Meals are served curbside outside the single door facing the east side of the parking lot.
https://www.loavesandfishesmn.org/community-meal-sites/brooklyn-united-methodist-church/

West African Family & Community Services: 
Monday-Friday 10am-4:30pm 
Fresh and pantry food items, including West African items.
https://www.facebook.com/West-African-Family-Community-Services-BUMC-101490208182022/ ",no,----,,no,----,,,"West African food (Fufu, Gari, Red Oil, Black Eyed Peas)",,"(as of 12/2022)
Loaves and Fishes: Yes! Sign up: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-brooklyn 

West African Family & Community Services: No volunteers needed at this time.",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"723-BUS-(1 block),761-BUS-(2 blocks)",
Loaves and Fishes: Brunswick United Methodist Church,12/23/2022 3:50pm,West Suburbs,"6122 North 42nd Ave, Crystal, MN 55422",45.0329821,-93.3582150,"To-go meals served: 
Wednesday, 5:30-6:30pm

Where to go: outside the main door on the back side of the building off the parking lot

https://www.loavesandfishesmn.org/community-meal-sites/brunswick-united-methodist-church/",no,----,,no,----,,,,,(as of 12/2022) Yes: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-brunswick1#/,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"716-BUS-(1 block),717-BUS-(1 block),764-BUS (1 block)",
Loaves and Fishes: Dorothy Day Center,3/6/2023 10:06am,Downtown St. Paul,"435 Dorothy Day Pl, St. Paul, MN 55102",44.9476600,-93.1029400,"Meals served daily: 4:30-5:30pm.

Site coordinator: John Gambino
Contact: 612-204-8485 
https://www.loavesandfishesmn.org/community-meal-sites/dorothy-day-center/",no,----,,no,----,,,,,(as of 12/2022) Not at this time,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"480 Express-BUS-(2 blocks),21-BUS-(2 blocks),63-BUS-(2 blocks)",
Loaves and Fishes: Easter Lutheran (Easter By the Lake),5/3/2023 8:47pm,South Suburbs,"4545 Pilot Knob Rd, Eagan, MN 55122",44.7913116,-93.1680041,"Meals served: Monday – Thursday, 5:30 – 6:30 PM
*Closed 5/29 and 6/19*

Please do NOT to go to the building located at 4200 Pilot Knob Rd. Loaves and Fishes’ meals are served at the corner of Pilot Knob and Cliff. Hybrid meal service with to-go and in-person dining options. To-go meals are served at the front doors of the church (2 white double doors).
https://www.loavesandfishesmn.org/community-meal-sites/easter-lutheran-easter-by-the-lake/

Email: Easterlutheran@loavesandfishesmn.org",no,----,,no,----,,,,,"(as of 12/2022) Yes, for several different slots on several different days. Ages 14+. Please sign up here: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-easter",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Loaves and Fishes: Esther's Kitchen (Christ United Presbyterian Church),5/3/2023 8:48pm,East St. Paul,"400 West Lyon St, Marshall, MN 56258",44.4497120,-95.7900420,"To-go meals served Monday-Thursday, 5:30-6:30pm.
*Closed 5/29 and 6/19*

Email: esthers@loavesandfishesmn.org 
https://www.loavesandfishesmn.org/community-meal-sites/esthers-kitchen-christ-united-presbyterian-church/",no,----,,no,----,,,,,"(as of 12/2022)
Yes - info and signup here: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-esthers",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Loaves and Fishes: Faith United Methodist Church,1/18/2024 12:45am,South Suburbs,"1530 Oakdale Ave, West St. Paul, MN 55118",44.9000000,-93.0700400,"Meals Served: 
3rd Wednesday of each month, 5:30-6:30pm

Email: pastor.marianne.ozanne@gmail.com or dscopatz@gmail.com
https://www.loavesandfishesmn.org/community-meal-sites/faith-united-methodist-church-wsp/",no,----,,no,----,,,,,(as of 6/2023) Yes: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-faith2,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,checked,,,,,
Loaves and Fishes: First Lutheran Church,5/3/2023 8:49pm,East St. Paul,"107 2nd St SE, Aitkin, MN 56431",46.5278649,-93.7056712,"To-go meals served: Monday and Thursday 5pm - 5:30pm and Tuesday 12pm-12:30pm
*Closed 5/29 and 6/19*

Email: jtodd@loavesandfishesmn.org 
https://www.loavesandfishesmn.org/community-meal-sites/first-lutheran-church/
",no,----,,no,----,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
